severity,category,code,name,title,detail,next_action,due_date,source,priority_score
high,news_risk,042040,케이피엠테크,케이피엠테크 뉴스 리스크 확인,"최근 6개월 뉴스 리스크 100.0점, 뉴스 톤 리스크 우세입니다.",변화 공시/뉴스 원문을 확인하고 후보 상태를 갱신,,monitoring,50.4
high,뉴스,028080,휴맥스홀딩스,휴맥스홀딩스 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,50.3
high,news_risk,101390,아이엠,아이엠 뉴스 리스크 확인,"최근 6개월 뉴스 리스크 80.0점, 뉴스 톤 리스크 우세입니다.",변화 공시/뉴스 원문을 확인하고 후보 상태를 갱신,,monitoring,50.0
high,news_risk,200230,텔콘RF제약,텔콘RF제약 뉴스 리스크 확인,"최근 6개월 뉴스 리스크 100.0점, 뉴스 톤 리스크 우세입니다.",변화 공시/뉴스 원문을 확인하고 후보 상태를 갱신,,monitoring,49.9
high,뉴스,080530,코디,코디 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 14건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,49.5
high,뉴스,052300,오션인더블유,오션인더블유 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 29건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,49.3
high,news_risk,096690,에이루트,에이루트 뉴스 리스크 확인,"최근 6개월 뉴스 리스크 100.0점, 뉴스 톤 리스크 우세입니다.",변화 공시/뉴스 원문을 확인하고 후보 상태를 갱신,,monitoring,49.1
high,뉴스,225430,케이엠제약,케이엠제약 최근 6개월 뉴스 리스크,"뉴스 리스크 80.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,48.9
high,뉴스,424760,벨로크,벨로크 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,48.8
high,news_risk,032680,소프트센,소프트센 뉴스 리스크 확인,"최근 6개월 뉴스 리스크 100.0점, 뉴스 톤 리스크 우세입니다.",변화 공시/뉴스 원문을 확인하고 후보 상태를 갱신,,monitoring,48.8
high,news_risk,335870,윙스풋,윙스풋 뉴스 리스크 확인,"최근 6개월 뉴스 리스크 100.0점, 뉴스 톤 리스크 우세입니다.",변화 공시/뉴스 원문을 확인하고 후보 상태를 갱신,,monitoring,48.6
high,news_risk,056730,CNT85,CNT85 뉴스 리스크 확인,"최근 6개월 뉴스 리스크 68.0점, 뉴스 톤 리스크 우세입니다.",변화 공시/뉴스 원문을 확인하고 후보 상태를 갱신,,monitoring,48.4
high,news_risk,123840,뉴온,뉴온 뉴스 리스크 확인,"최근 6개월 뉴스 리스크 100.0점, 뉴스 톤 리스크 우세입니다.",변화 공시/뉴스 원문을 확인하고 후보 상태를 갱신,,monitoring,48.4
high,뉴스,009730,이렘,이렘 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 26건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,48.4
high,뉴스,106080,케이이엠텍,케이이엠텍 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,48.4
high,뉴스,073190,듀오백,듀오백 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,48.2
high,뉴스,087260,모바일어플라이언스,모바일어플라이언스 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,48.2
high,뉴스,276040,스코넥,스코넥 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,48.1
high,뉴스,096690,에이루트,에이루트 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 29건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,48.1
high,뉴스,088290,이원컴포텍,이원컴포텍 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,48.1
high,뉴스,054220,비츠로시스,비츠로시스 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,48.0
high,group_entered_immediate,361670,삼영에스앤씨,삼영에스앤씨 즉시 검토 진입,심층 실사에서 즉시 검토로 이동했습니다.,변화 공시/뉴스 원문을 확인하고 후보 상태를 갱신,,monitoring,48.0
high,news_risk,226340,본느,본느 뉴스 리스크 확인,"최근 6개월 뉴스 리스크 100.0점, 뉴스 톤 리스크 우세입니다.",변화 공시/뉴스 원문을 확인하고 후보 상태를 갱신,,monitoring,47.9
high,news_risk,079950,인베니아,인베니아 뉴스 리스크 확인,"최근 6개월 뉴스 리스크 100.0점, 뉴스 톤 리스크 우세입니다.",변화 공시/뉴스 원문을 확인하고 후보 상태를 갱신,,monitoring,47.9
high,뉴스,900120,씨엑스아이,씨엑스아이 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,47.8
high,뉴스,303030,지니틱스,지니틱스 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,47.8
high,뉴스,012340,뉴인텍,뉴인텍 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,47.7
high,뉴스,214610,롤링스톤,롤링스톤 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,47.6
high,뉴스,085810,알티캐스트,알티캐스트 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,47.6
high,뉴스,101400,엔시트론,엔시트론 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,47.6
high,뉴스,115610,이미지스,이미지스 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,47.6
high,뉴스,079970,투비소프트,투비소프트 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,46.9
high,뉴스,038620,위즈코프,위즈코프 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 17건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,46.3
high,뉴스,109960,앱토크롬,앱토크롬 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,46.0
high,뉴스,043220,티에스넥스젠,티에스넥스젠 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,45.9
high,뉴스,023790,동일스틸럭스,동일스틸럭스 최근 6개월 뉴스 리스크,"뉴스 리스크 96.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,45.8
high,뉴스,148780,비큐AI,비큐AI 최근 6개월 뉴스 리스크,"뉴스 리스크 90.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,45.8
high,뉴스,044180,KD,KD 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,45.7
high,뉴스,038880,아이에이,아이에이 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,45.5
high,뉴스,017250,인터엠,인터엠 최근 6개월 뉴스 리스크,"뉴스 리스크 88.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,45.4
high,뉴스,353190,휴럼,휴럼 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 10건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,45.3
high,뉴스,060240,스타코링크,스타코링크 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 29건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,45.1
high,뉴스,065690,파커스,파커스 최근 6개월 뉴스 리스크,"뉴스 리스크 76.0점, 톤 리스크 우세, 기사 18건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,44.7
high,뉴스,291810,핀텔,핀텔 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 10건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,44.3
high,뉴스,043100,알파AI,알파AI 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 6건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,44.0
high,뉴스,054180,메디콕스,메디콕스 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,43.9
high,뉴스,368970,오에스피,오에스피 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 28건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,43.9
high,뉴스,035290,골드앤에스,골드앤에스 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,43.5
high,뉴스,065150,대산F&B,대산F&B 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 17건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,43.4
high,뉴스,241820,피씨엘,피씨엘 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,42.9
high,뉴스,333050,이노테나,이노테나 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 14건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,42.5
high,뉴스,115530,씨엔플러스,씨엔플러스 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,42.4
high,뉴스,298060,풍전약품,풍전약품 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,42.3
high,뉴스,065060,지엔코,지엔코 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 29건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,41.9
high,뉴스,322780,코퍼스코리아,코퍼스코리아 최근 6개월 뉴스 리스크,"뉴스 리스크 98.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,41.6
high,감사의견,304840,피플바이오,피플바이오 감사의견 확인,구조화 추출 결과: 계속기업 불확실성,"감사의견, 계속기업 불확실성, 내부회계관리제도 문단을 원문 대조",,structured_extracts.audit_opinion,41.5
high,뉴스,065420,에스아이리소스,에스아이리소스 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,40.9
high,뉴스,065650,하이퍼코퍼레이션,하이퍼코퍼레이션 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 29건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,40.9
high,뉴스,115160,휴맥스,휴맥스 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,40.5
high,감사의견,121890,에스디시스템,에스디시스템 감사의견 확인,구조화 추출 결과: 한정의견,"감사의견, 계속기업 불확실성, 내부회계관리제도 문단을 원문 대조",,structured_extracts.audit_opinion,40.4
high,뉴스,092600,앤씨앤,앤씨앤 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,39.9
high,뉴스,038530,케이바이오랩스,케이바이오랩스 최근 6개월 뉴스 리스크,"뉴스 리스크 76.0점, 톤 리스크 우세, 기사 19건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,39.9
high,뉴스,065570,삼영이엔씨,삼영이엔씨 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,39.6
high,뉴스,046390,삼화네트웍스,삼화네트웍스 최근 6개월 뉴스 리스크,"뉴스 리스크 92.0점, 톤 리스크 우세, 기사 21건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,39.6
high,감사의견,376980,원티드랩,원티드랩 감사의견 확인,구조화 추출 결과: 한정의견,"감사의견, 계속기업 불확실성, 내부회계관리제도 문단을 원문 대조",,structured_extracts.audit_opinion,39.6
high,뉴스,065770,CS,CS 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 27건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,39.3
high,뉴스,331520,밸로프,밸로프 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,39.3
high,뉴스,078590,휴림에이텍,휴림에이텍 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,39.2
high,뉴스,034940,조아제약,조아제약 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,39.0
high,뉴스,900310,컬러레이,컬러레이 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 28건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,39.0
high,뉴스,226340,본느,본느 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 9건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,38.2
high,뉴스,352770,셀레스트라,셀레스트라 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,38.0
high,뉴스,244460,올리패스,올리패스 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,37.9
high,뉴스,192390,윈하이텍,윈하이텍 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 17건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,37.2
high,뉴스,208640,썸에이지,썸에이지 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,36.4
high,뉴스,008290,원풍물산,원풍물산 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,36.3
high,뉴스,083640,인콘,인콘 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,36.0
high,뉴스,098660,에스티오,에스티오 최근 6개월 뉴스 리스크,"뉴스 리스크 76.0점, 톤 리스크 우세, 기사 9건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,35.7
high,뉴스,044780,에이치케이,에이치케이 최근 6개월 뉴스 리스크,"뉴스 리스크 86.0점, 톤 리스크 우세, 기사 27건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,35.4
high,뉴스,258790,소프트캠프,소프트캠프 최근 6개월 뉴스 리스크,"뉴스 리스크 96.0점, 톤 리스크 우세, 기사 29건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,35.3
high,뉴스,900340,윙입푸드,윙입푸드 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,31.6
high,뉴스,033200,모아텍,모아텍 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,31.4
high,뉴스,140430,카티스,카티스 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 29건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,30.9
high,뉴스,052770,아이톡시,아이톡시 최근 6개월 뉴스 리스크,"뉴스 리스크 100.0점, 톤 리스크 우세, 기사 30건",뉴스 이벤트와 DART 공시 발생일을 대조하고 단발성 이슈인지 구조적 리스크인지 분리,,news_analysis,30.2
